District code,State name,District name,Population Total,Literacy rate,name,Place,Coordinates,Area,Population
1,JAMMU AND KASHMIR,Kupwara,870354,0.505143884,"Kupwara, JAMMU AND KASHMIR","Kupwara, JK, India","34.524600982666016, 74.25959777832031",17658,49.28950051
2,JAMMU AND KASHMIR,Badgam,753745,0.445308427,"Badgam, JAMMU AND KASHMIR","Badgam, JK, India","34.018577575683594, 74.75067901611328",6552,115.0404457
3,JAMMU AND KASHMIR,Leh,133487,0.702465409,"Leh(Ladakh), JAMMU AND KASHMIR","Leh, JK, India","34.14830017089844, 77.57949829101562",1502,88.87283622
4,JAMMU AND KASHMIR,Kargil,140802,0.612462891,"Kargil, JAMMU AND KASHMIR","Kargil, JK, India","34.56012725830078, 76.12614440917969",10434,13.49453709
5,JAMMU AND KASHMIR,Punch,476835,0.548877494,"Punch, JAMMU AND KASHMIR","JK, India","33.70637130737305, 74.26580047607422",1086,439.0745856
6,JAMMU AND KASHMIR,Rajouri,642415,0.566781598,"Rajouri, JAMMU AND KASHMIR","Rajauri, JK, India","33.36880111694336, 74.31690216064453",2630,244.2642586
7,JAMMU AND KASHMIR,Kathua,616435,0.631378815,"Kathua, JAMMU AND KASHMIR","Kathua, JK, India","32.38100051879883, 75.54910278320312",1989,309.9220714
8,JAMMU AND KASHMIR,Baramula,1008039,0.540801497,"Baramula, JAMMU AND KASHMIR","Baramula, JK, India","34.20389938354492, 74.35440063476562",6992,144.1703375
9,JAMMU AND KASHMIR,Bandipore,392232,0.474155602,"Bandipore, JAMMU AND KASHMIR","Bandipura, JK, India","34.42035675048828, 74.6576156616211",2196,178.6120219
10,JAMMU AND KASHMIR,Srinagar,1236829,0.605244541,"Srinagar, JAMMU AND KASHMIR","Srinagar, JK, India","34.071746826171875, 74.8043212890625",2337,529.2379119
11,JAMMU AND KASHMIR,Ganderbal,297446,0.481687432,"Ganderbal, JAMMU AND KASHMIR","Ganderbal, JK, India","34.217201232910156, 74.77999877929688",259,1148.440154
12,JAMMU AND KASHMIR,Pulwama,560440,0.524512883,"Pulwama, JAMMU AND KASHMIR","Pulwama, JK, India","33.85710906982422, 74.9011001586914",4644,120.6804479
13,JAMMU AND KASHMIR,Shupiyan,266215,0.512743459,"Shupiyan, JAMMU AND KASHMIR","Shupiyan, JK, India","33.71920394897461, 74.83097076416016",2895,91.95682211
14,JAMMU AND KASHMIR,Anantnag,1078692,0.505734723,"Anantnag, JAMMU AND KASHMIR","Anantnag, JK, India","33.729793548583984, 75.15032958984375",3574,301.8164522
15,JAMMU AND KASHMIR,Kulgam,424483,0.492563895,"Kulgam, JAMMU AND KASHMIR","Kulgam, JK, India","33.64680099487305, 75.00700378417969",5503,77.13665273
16,JAMMU AND KASHMIR,Doda,409936,0.534432204,"Doda, JAMMU AND KASHMIR","Doda, JK, India","33.14459991455078, 75.54620361328125",3642,112.5579352
17,JAMMU AND KASHMIR,Ramban,283713,0.437290501,"Ramban, JAMMU AND KASHMIR","Ramban, JK, India","33.239498138427734, 75.2396011352539",1329,213.4785553
18,JAMMU AND KASHMIR,Kishtwar,230696,0.466007213,"Kishtwar, JAMMU AND KASHMIR","Kishtwar, JK, India","33.31119918823242, 75.76969909667969",3387,68.11219368
19,JAMMU AND KASHMIR,Udhampur,554985,0.580833716,"Udhampur, JAMMU AND KASHMIR","Udhampur, JK, India","32.924903869628906, 75.13920593261719",3582,154.9371859
20,JAMMU AND KASHMIR,Reasi,314667,0.478416866,"Reasi, JAMMU AND KASHMIR","Reasi, JK, India","33.077701568603516, 74.83170318603516",1719,183.052356
21,JAMMU AND KASHMIR,Jammu,1529958,0.743245893,"Jammu, JAMMU AND KASHMIR","Jammu, JK, India","32.705326080322266, 74.8800048828125",6227,245.6974466
22,JAMMU AND KASHMIR,Samba,318898,0.715398027,"Samba, JAMMU AND KASHMIR","Samba, JK, India","32.56209945678711, 75.11579895019531",904,352.7632743
23,HIMACHAL PRADESH,Chamba,519080,0.623876859,"Chamba, HIMACHAL PRADESH","Chamba, HP, India","32.55659866333008, 76.12470245361328",6522,79.5890831
24,HIMACHAL PRADESH,Kangra,1510075,0.763299836,"Kangra, HIMACHAL PRADESH","Kangra, HP, India","32.10150146484375, 76.2733154296875",8021,188.2651789
25,HIMACHAL PRADESH,Lahul AND Spiti,31564,0.692085921,"Lahul AND Spiti, HIMACHAL PRADESH","Lahaul and Spiti district, HP, India","32.5, 77.83300018310547",2277,13.86209925
26,HIMACHAL PRADESH,Kullu,437903,0.702603088,"Kullu, HIMACHAL PRADESH","HP, India","31.90311050415039, 77.3980712890625",2379,184.0701976
27,HIMACHAL PRADESH,Mandi,999777,0.723908432,"Mandi, HIMACHAL PRADESH","Mandi, HP, India","31.70840072631836, 76.93219757080078",5535,180.6281843
28,HIMACHAL PRADESH,Hamirpur,454768,0.787414682,"Hamirpur, HIMACHAL PRADESH","Hamirpur, HP, India","31.6864013671875, 76.52139282226562",1118,406.7692308
29,HIMACHAL PRADESH,Una,521173,0.766952624,"Una, HIMACHAL PRADESH","Una, HP, India","31.4788818359375, 76.27508544921875",4558,114.3424748
30,HIMACHAL PRADESH,Bilaspur,381956,0.753018672,"Bilaspur, HIMACHAL PRADESH","Bilaspur, HP, India","31.34119987487793, 76.76309967041016",1167,327.2973436
31,HIMACHAL PRADESH,Solan,580320,0.738520127,"Solan, HIMACHAL PRADESH","Solan, HP, India","30.910110473632812, 77.09668731689453",14895,38.96072508
32,HIMACHAL PRADESH,Sirmaur,529855,0.684423097,"Sirmaur, HIMACHAL PRADESH","Nahan, HP, India","30.56512451171875, 77.294921875",5136,103.1649143
33,HIMACHAL PRADESH,Shimla,814010,0.752622204,"Shimla, HIMACHAL PRADESH","Shimla, HP, India","31.09685707092285, 77.13426208496094",8478,96.01439019
34,HIMACHAL PRADESH,Kinnaur,84121,0.721567742,"Kinnaur, HIMACHAL PRADESH","HP, India","31.591842651367188, 78.39995574951172",1130,74.44336283
35,PUNJAB,Gurdaspur,2298323,0.711265997,"Gurdaspur, PUNJAB","Gurudaspur, PB, India","32.03048324584961, 75.40080261230469",3551,647.2326105
36,PUNJAB,Kapurthala,815168,0.707298373,"Kapurthala, PUNJAB","Kapurthala, PB, India","31.377399444580078, 75.3915023803711",1955,416.9657289
37,PUNJAB,Jalandhar,2193590,0.739671953,"Jalandhar, PUNJAB","Jalandhar, PB, India","31.555496215820312, 75.64493560791016",2899,756.671266
38,PUNJAB,Hoshiarpur,1586625,0.756132672,"Hoshiarpur, PUNJAB","Hoshiarpur, PB, India","31.524169921875, 75.90252685546875",6703,236.7037148
39,PUNJAB,Shahid Bhagat Singh Nagar,612310,0.716073558,"Shahid Bhagat Singh Nagar, PUNJAB","Nawanshahr, PB, India","31.127349853515625, 76.10929870605469",4388,139.5419325
40,PUNJAB,Fatehgarh Sahib,600163,0.709862154,"Fatehgarh Sahib, PUNJAB","Sirhind, PB, India","30.652130126953125, 76.39727020263672",1180,508.6127119
41,PUNJAB,Ludhiana,3498739,0.731756499,"Ludhiana, PUNJAB","Ludhiana, PB, India","30.900779724121094, 75.77213287353516",4536,771.32694
42,PUNJAB,Moga,995746,0.630571451,"Moga, PUNJAB","Moga, PB, India","30.817258834838867, 75.17110443115234",1786,557.5285554
43,PUNJAB,Firozpur,2029074,0.604961179,"Firozpur, PUNJAB","Firozpur, PB, India","30.940990447998047, 74.6170425415039",5305,382.4833176
44,PUNJAB,Muktsar,901896,0.581938494,"Muktsar, PUNJAB","Sri Muktsar Sahib, PB, India","30.468414306640625, 74.51753997802734",446,2022.188341
45,PUNJAB,Faridkot,617508,0.617457588,"Faridkot, PUNJAB","Faridkot, PB, India","30.676300048828125, 74.75039672851562",1458,423.5308642
46,PUNJAB,Bathinda,1388525,0.608464378,"Bathinda, PUNJAB","Bathinda, PB, India","30.212921142578125, 74.93317413330078",3098,448.2004519
47,PUNJAB,Mansa,769751,0.550255862,"Mansa, PUNJAB","Mansa, PB, India","30.000999450683594, 75.39102935791016",1713,449.3584355
48,PUNJAB,Patiala,1895686,0.668249383,"Patiala, PUNJAB","Patiala, PB, India","30.341388702392578, 76.40184020996094",3325,570.1311278
49,PUNJAB,Amritsar,2490656,0.676436248,"Amritsar, PUNJAB","Amritsar, PB, India","31.6326904296875, 74.8672103881836",2683,928.3101006
50,PUNJAB,Tarn Taran,1119627,0.594985651,"Tarn Taran, PUNJAB","Tarn Taran, PB, India","31.45574378967285, 74.92893981933594",2172,515.4820442
51,PUNJAB,Rupnagar,684627,0.734313721,"Rupnagar, PUNJAB","Rupnagar, PB, India","30.965911865234375, 76.5229721069336",1356,504.8871681
52,PUNJAB,Sahibzada Ajit Singh Nagar,994628,0.740553252,"Sahibzada Ajit Singh Nagar, PUNJAB","Sahibzada Ajit Singh Nagar, PB, India","30.680152893066406, 76.72227478027344",1094,909.166362
53,PUNJAB,Sangrur,1655169,0.60542277,"Sangrur, PUNJAB","Sangrur, PB, India","30.248600006103516, 75.83920288085938",3625,456.5983448
54,PUNJAB,Barnala,595527,0.604222814,"Barnala, PUNJAB","Barnala, PB, India","30.369810104370117, 75.54621887207031",2282,260.9671341
55,CHANDIGARH,Chandigarh,1055450,0.763122839,"Chandigarh, CHANDIGARH","Chandigarh, CH, India","30.73335075378418, 76.77903747558594",114,9258.333333
56,UTTARAKHAND,Uttarkashi,330086,0.651727126,"Uttarkashi, UTTARAKHAND","Uttarkashi, UK, India","30.729999542236328, 78.44999694824219",7546,43.74317519
57,UTTARAKHAND,Chamoli,391605,0.71642599,"Chamoli, UTTARAKHAND","Chamoli, UK, India","30.403600692749023, 79.33090209960938",8030,48.76774595
58,UTTARAKHAND,Rudraprayag,242285,0.705503849,"Rudraprayag, UTTARAKHAND","Rudraprayag, UK, India","30.28876495361328, 78.97772216796875",1984,122.1194556
59,UTTARAKHAND,Tehri Garhwal,618931,0.659191412,"Tehri Garhwal, UTTARAKHAND","Tehri, UK, India","30.436708450317383, 78.53540802001953",9558,64.75528353
60,UTTARAKHAND,Dehradun,1696694,0.742329495,"Dehradun, UTTARAKHAND","Dehra Dun, UK, India","30.31800079345703, 78.02899932861328",3088,549.4475389
61,UTTARAKHAND,Garhwal,687271,0.720078397,"Garhwal, UTTARAKHAND","Lansdowne, UK, India","29.836212158203125, 78.6868667602539",5329,128.9680991
62,UTTARAKHAND,Pithoragarh,483439,0.71477477,"Pithoragarh, UTTARAKHAND","Pithoragarh, UK, India","29.583702087402344, 80.21530151367188",7090,68.18603667
63,UTTARAKHAND,Bageshwar,259898,0.690590155,"Bageshwar, UTTARAKHAND","Bageshwar, UK, India","29.838300704956055, 79.7739028930664",1321,196.7433762
64,UTTARAKHAND,Almora,622506,0.701193242,"Almora, UTTARAKHAND","Almora, UK, India","29.61421012878418, 79.66487884521484",3144,197.9980916
65,UTTARAKHAND,Champawat,259648,0.68448823,"Champawat, UTTARAKHAND","Champawat, UK, India","29.335399627685547, 80.09089660644531",1766,147.0260476
66,UTTARAKHAND,Nainital,954605,0.729621152,"Nainital, UTTARAKHAND","Nainital, UK, India","29.38526153564453, 79.4683609008789",1052,907.4192015
67,UTTARAKHAND,Udham Singh Nagar,1648902,0.629412179,"Udham Singh Nagar, UTTARAKHAND","Udham Singh Nagar, UK, India","28.9516658782959, 79.44449615478516",2637,625.294653
68,UTTARAKHAND,Hardwar,1890422,0.623328548,"Hardwar, UTTARAKHAND","Haridwar, UK, India","29.94499969482422, 78.16300201416016",2360,801.0262712
69,HARYANA,Panchkula,561293,0.722114831,"Panchkula, HARYANA","Panchkula, HR, India","30.71048927307129, 76.8523941040039",898,625.0478842
70,HARYANA,Ambala,1128350,0.72497452,"Ambala, HARYANA","Ambala, HR, India","30.33843231201172, 76.83009338378906",1574,716.8678526
71,HARYANA,Yamunanagar,1214205,0.685598396,"Yamunanagar, HARYANA","Yamunanagar, HR, India","30.132999420166016, 77.28800201416016",1768,686.7675339
72,HARYANA,Kurukshetra,964655,0.670595187,"Kurukshetra, HARYANA","Kurukshetra, HR, India","29.965717315673828, 76.83700561523438",6040,159.7110927
73,HARYANA,Kaithal,1074304,0.601811964,"Kaithal, HARYANA","Kaithal, HR, India","29.794178009033203, 76.40199279785156",3332,322.4201681
74,HARYANA,Karnal,1505324,0.649702655,"Karnal, HARYANA","Karnal, HR, India","29.690200805664062, 77.00509643554688",11823,127.3216612
75,HARYANA,Panipat,1205437,0.652542605,"Panipat, HARYANA","Panipat, HR, India","29.39422035217285, 76.96820831298828",1268,950.6600946
76,HARYANA,Sonipat,1450001,0.688493318,"Sonipat, HARYANA","Sonipat, HR, India","28.990156173706055, 77.01557922363281",5204,278.6320138
77,HARYANA,Jind,1334152,0.62418525,"Jind, HARYANA","Jind, HR, India","29.30985450744629, 76.3143539428711",5928,225.0593792
78,HARYANA,Fatehabad,942011,0.591901793,"Fatehabad, HARYANA","Bhatu, HR, India","29.512699127197266, 75.45110321044922",2538,371.1627266
79,HARYANA,Sirsa,1295189,0.604465449,"Sirsa, HARYANA","Sirsa, HR, India","29.537302017211914, 75.03277587890625",2294,564.5985179
80,HARYANA,Hisar,1743931,0.638965074,"Hisar, HARYANA","Hisar, HR, India","29.149242401123047, 75.72257995605469",4827,361.2867205
81,HARYANA,Bhiwani,1634445,0.654577548,"Bhiwani, HARYANA","Bhiwani, HR, India","28.799522399902344, 76.12442016601562",2395,682.440501
82,HARYANA,Rohtak,1061204,0.704465871,"Rohtak, HARYANA","Rohtak, HR, India","28.890274047851562, 76.58257293701172",1745,608.1398281
83,HARYANA,Jhajjar,958405,0.705433507,"Jhajjar, HARYANA","Jhajjar, HR, India","28.603200912475586, 76.65440368652344",3600,266.2236111
84,HARYANA,Mahendragarh,922088,0.683508515,"Mahendragarh, HARYANA","Mahendragarh, HR, India","28.266399383544922, 76.15059661865234",3144,293.2849873
85,HARYANA,Rewari,900332,0.707457916,"Rewari, HARYANA","Rewari, HR, India","28.201675415039062, 76.6115493774414",1594,564.825596
86,HARYANA,Gurgaon,1514432,0.733684972,"Gurgaon, HARYANA","Gurgaon, HR, India","28.45599937438965, 77.02899932861328",1258,1203.841017
87,HARYANA,Mewat,1089263,0.417619069,"Mewat, HARYANA","Mewat district, HR, India","28.100000381469727, 77.0",2242,485.8443354
88,HARYANA,Faridabad,1809733,0.703274461,"Faridabad, HARYANA","Faridabad, HR, India","28.41488265991211, 77.3096923828125",741,2442.28475
89,HARYANA,Palwal,1042708,0.575229115,"Palwal, HARYANA","Palwal, HR, India","28.15161895751953, 77.33555603027344",1359,767.2612215
90,NCT OF DELHI,North West,3656539,0.740551379,"North West, NCT OF DELHI","DL, India","28.643388748168945, 77.115478515625",443,8254.038375
91,NCT OF DELHI,North,887978,0.767493114,"North, NCT OF DELHI","DL, India","28.643388748168945, 77.115478515625",3736,237.6814775
92,NCT OF DELHI,North East,2241624,0.718937699,"North East, NCT OF DELHI","DL, India","28.643388748168945, 77.115478515625",62,36155.22581
93,NCT OF DELHI,East,1709346,0.791529626,"East, NCT OF DELHI","DL, India","28.643388748168945, 77.115478515625",954,1791.767296
94,NCT OF DELHI,New Delhi,142004,0.804054815,"New Delhi, NCT OF DELHI","New Delhi, DL, India","28.63242530822754, 77.21878814697266",1841,77.13416621
95,NCT OF DELHI,Central,582320,0.759651051,"Central, NCT OF DELHI","DL, India","28.643388748168945, 77.115478515625",21,27729.52381
96,NCT OF DELHI,West,2543243,0.771133156,"West, NCT OF DELHI","DL, India","28.643388748168945, 77.115478515625",1166,2181.168954
97,NCT OF DELHI,South West,2292958,0.779643151,"South West, NCT OF DELHI","DL, India","28.643388748168945, 77.115478515625",13076,175.3562251
98,NCT OF DELHI,South,2731929,0.76078185,"South, NCT OF DELHI","DL, India","28.643388748168945, 77.115478515625",2672,1022.428518
99,RAJASTHAN,Ganganagar,1969168,0.606013809,"Ganganagar, RAJASTHAN","Ganganagar, RJ, India","29.931745529174805, 73.87381744384766",10978,179.3740208
100,RAJASTHAN,Hanumangarh,1774692,0.582712944,"Hanumangarh, RAJASTHAN","Hanumangarh, RJ, India","29.610933303833008, 74.29509735107422",9656,183.7916321
101,RAJASTHAN,Bikaner,2363937,0.540962386,"Bikaner, RAJASTHAN","Bikaner, RJ, India","28.010787963867188, 73.32100677490234",8272,285.7757495
102,RAJASTHAN,Churu,2039547,0.563492285,"Churu, RAJASTHAN","Churu, RJ, India","28.288122177124023, 74.96485137939453",13835,147.4193712
103,RAJASTHAN,Jhunjhunun,2137045,0.641240592,"Jhunjhunun, RAJASTHAN","Jhunjhunun, RJ, India","28.108600616455078, 75.38990020751953",2114,1010.901135
104,RAJASTHAN,Alwar,3674179,0.594003722,"Alwar, RAJASTHAN","Alwar, RJ, India","27.549779891967773, 76.63553619384766",8380,438.4461814
105,RAJASTHAN,Bharatpur,2548462,0.581083414,"Bharatpur, RAJASTHAN","Bharatpur, RJ, India","27.236221313476562, 77.4910888671875",6509,391.5289599
106,RAJASTHAN,Dhaulpur,1206516,0.566174008,"Dhaulpur, RAJASTHAN","Dhaulpur, RJ, India","26.691635131835938, 77.88142395019531",3033,397.7962413
107,RAJASTHAN,Karauli,1458248,0.552614507,"Karauli, RAJASTHAN","Karauli, RJ, India","26.495399475097656, 77.01640319824219",157,9288.203822
108,RAJASTHAN,Sawai Madhopur,1335551,0.555387252,"Sawai Madhopur, RAJASTHAN","Sawai Madhopur, RJ, India","26.017404556274414, 76.3553695678711",4498,296.921076
109,RAJASTHAN,Dausa,1634409,0.573938959,"Dausa, RAJASTHAN","Dausa, RJ, India","26.90019989013672, 76.33039855957031",3432,476.2263986
110,RAJASTHAN,Jaipur,6626178,0.649086849,"Jaipur, RAJASTHAN","Jaipur, RJ, India","26.921039581298828, 75.79435729980469",3819,1735.055774
111,RAJASTHAN,Sikar,2677333,0.61707565,"Sikar, RAJASTHAN","Sikar, RJ, India","27.649118423461914, 75.25289916992188",3774,709.4152093
112,RAJASTHAN,Nagaur,3307743,0.531668875,"Nagaur, RAJASTHAN","Nagaur, RJ, India","27.199874877929688, 73.72415924072266",4251,778.109386
113,RAJASTHAN,Jodhpur,3687165,0.550973987,"Jodhpur, RAJASTHAN","Jodhpur, RJ, India","26.283340454101562, 73.02185821533203",2702,1364.605848
114,RAJASTHAN,Jaisalmer,669919,0.46073182,"Jaisalmer, RAJASTHAN","Jaisalmer, RJ, India","26.9135799407959, 70.925537109375",11143,60.12016513
115,RAJASTHAN,Barmer,2603751,0.456388495,"Barmer, RAJASTHAN","Barmer, RJ, India","25.746091842651367, 71.39745330810547",1482,1756.917004
116,RAJASTHAN,Jalor,1828730,0.453638317,"Jalor, RAJASTHAN","Jalor, RJ, India","25.34760093688965, 72.62220001220703",7718,236.9435087
117,RAJASTHAN,Sirohi,1036346,0.460083794,"Sirohi, RAJASTHAN","Sirohi, RJ, India","24.88479995727539, 72.85350036621094",4277,242.3067571
118,RAJASTHAN,Pali,2037573,0.53283637,"Pali, RAJASTHAN","Pali, RJ, India","25.7898006439209, 73.32779693603516",12387,164.4928554
119,RAJASTHAN,Ajmer,2583052,0.591034559,"Ajmer, RAJASTHAN","Ajmer, RJ, India","26.458993911743164, 74.63642120361328",8481,304.5692725
120,RAJASTHAN,Tonk,1421326,0.527436352,"Tonk, RAJASTHAN","Tonk, RJ, India","26.15515899658203, 75.78544616699219",2536,560.4597792
121,RAJASTHAN,Bundi,1110906,0.526636817,"Bundi, RAJASTHAN","Bundi, RJ, India","25.4375, 75.64630126953125",5776,192.3313712
122,RAJASTHAN,Bhilwara,2408523,0.521533737,"Bhilwara, RAJASTHAN","Bhilwara, RJ, India","25.34493064880371, 74.63125610351562",4459,540.148688
123,RAJASTHAN,Rajsamand,1156597,0.535310916,"Rajsamand, RAJASTHAN","Rajsamand, RJ, India","25.057268142700195, 73.8851089477539",4655,248.4633727
124,RAJASTHAN,Dungarpur,1388552,0.490864584,"Dungarpur, RAJASTHAN","Dungarpur, RJ, India","23.84830093383789, 73.72149658203125",8535,162.6891623
125,RAJASTHAN,Banswara,1797485,0.461390777,"Banswara, RAJASTHAN","Banswara, RJ, India","23.547000885009766, 74.44300079345703",4402,408.3337119
126,RAJASTHAN,Chittaurgarh,1544338,0.532153583,"Chittaurgarh, RAJASTHAN","Chittorgarh, RJ, India","24.875295639038086, 74.62289428710938",7822,197.4351828
127,RAJASTHAN,Kota,1951014,0.665471903,"Kota, RAJASTHAN","Kota, RJ, India","25.0, 76.16667175292969",2206,884.4125113
128,RAJASTHAN,Baran,1222755,0.56700402,"Baran, RAJASTHAN","Baran, RJ, India","25.09589958190918, 76.50589752197266",7024,174.0824317
129,RAJASTHAN,Jhalawar,1411129,0.524255401,"Jhalawar, RAJASTHAN","Jhalawar, RJ, India","24.59000015258789, 76.16000366210938",1834,769.4269357
130,RAJASTHAN,Udaipur,3068420,0.515779782,"Udaipur, RAJASTHAN","Udaipur, RJ, India","24.579999923706055, 73.68000030517578",2012,1525.059642
131,RAJASTHAN,Pratapgarh,867848,0.462655903,"Pratapgarh, RAJASTHAN","Pratapgarh, RJ, India","24.034400939941406, 74.78040313720703",4449,195.0658575
132,UTTAR PRADESH,Saharanpur,3466382,0.599214974,"Saharanpur, UTTAR PRADESH","Saharanpur, UP, India","29.963661193847656, 77.54602813720703",3689,939.6535647
133,UTTAR PRADESH,Muzaffarnagar,4143512,0.583403403,"Muzaffarnagar, UTTAR PRADESH","Muzaffarnagar, UP, India","29.472557067871094, 77.7071304321289",6307,656.9703504
134,UTTAR PRADESH,Bijnor,3682713,0.579842361,"Bijnor, UTTAR PRADESH","Bijnor, UP, India","29.373449325561523, 78.135009765625",30239,121.7868646
135,UTTAR PRADESH,Moradabad,4772006,0.474401751,"Moradabad, UTTAR PRADESH","Moradabad, UP, India","28.83314323425293, 78.7652816772461",1551,3076.728562
136,UTTAR PRADESH,Rampur,2335819,0.446809449,"Rampur, UTTAR PRADESH","Rampur, UP, India","28.783000946044922, 79.01750183105469",2367,986.826785
137,UTTAR PRADESH,Jyotiba Phule Nagar,1840221,0.534234747,"Jyotiba Phule Nagar, UTTAR PRADESH","Amroha, UP, India","28.893070220947266, 78.47232818603516",8831,208.3819499
138,UTTAR PRADESH,Meerut,3443689,0.62185871,"Meerut, UTTAR PRADESH","Meerut, UP, India","28.979190826416016, 77.69818878173828",4405,781.7682179
139,UTTAR PRADESH,Baghpat,1303048,0.612387264,"Baghpat, UTTAR PRADESH","Baghpat, UP, India","28.944494247436523, 77.21939849853516",5237,248.8157342
140,UTTAR PRADESH,Ghaziabad,4681645,0.667129609,"Ghaziabad, UTTAR PRADESH","Ghaziabad, UP, India","28.66908073425293, 77.43041229248047",1179,3970.860899
141,UTTAR PRADESH,Gautam Buddha Nagar,1648115,0.681352333,"Gautam Buddha Nagar, UTTAR PRADESH","Gautam Buddha Nagar, UP, India","28.323486328125, 77.59649658203125",1282,1285.581123
142,UTTAR PRADESH,Bulandshahr,3499171,0.580610665,"Bulandshahr, UTTAR PRADESH","Bulandshahr, UP, India","28.409912109375, 77.8707275390625",4512,775.5254876
143,UTTAR PRADESH,Aligarh,3673889,0.569578177,"Aligarh, UTTAR PRADESH","Aligarh, UP, India","27.889892578125, 78.07452392578125",3650,1006.544932
144,UTTAR PRADESH,Mahamaya Nagar,1564708,0.602394824,"Mahamaya Nagar, UTTAR PRADESH","Basti, UP, India","26.778261184692383, 82.81013488769531",18432,84.89084201
145,UTTAR PRADESH,Mathura,2547184,0.591926614,"Mathura, UTTAR PRADESH","Mathura, UP, India","27.476318359375, 77.6934814453125",10418,244.4983682
146,UTTAR PRADESH,Agra,4418797,0.60661533,"Agra, UTTAR PRADESH","Agra, UP, India","27.167724609375, 78.035888671875",4041,1093.490968
147,UTTAR PRADESH,Firozabad,2498156,0.609171725,"Firozabad, UTTAR PRADESH","Firozabad, UP, India","27.156982421875, 78.38922882080078",2407,1037.871209
148,UTTAR PRADESH,Mainpuri,1868529,0.644295593,"Mainpuri, UTTAR PRADESH","Mainpuri, UP, India","27.218093872070312, 79.03517150878906",3733,500.5435307
149,UTTAR PRADESH,Budaun,3681896,0.420293512,"Budaun, UTTAR PRADESH","Budaun, UP, India","28.049999237060547, 79.12000274658203",1361,2705.287289
150,UTTAR PRADESH,Bareilly,4448359,0.492711807,"Bareilly, UTTAR PRADESH","Bareilly, UP, India","28.351839065551758, 79.40955352783203",5837,762.0967963
151,UTTAR PRADESH,Pilibhit,2031007,0.522447732,"Pilibhit, UTTAR PRADESH","Pilibhit, UP, India","28.6217041015625, 79.811279296875",3686,551.0056972
152,UTTAR PRADESH,Shahjahanpur,3006538,0.495895944,"Shahjahanpur, UTTAR PRADESH","Shahjahanpur, UP, India","27.77947998046875, 79.89227294921875",6195,485.3168684
153,UTTAR PRADESH,Kheri,4021243,0.505824692,"Kheri, UTTAR PRADESH","Kheri, UP, India","27.90559959411621, 80.79810333251953",2813,1429.521152
154,UTTAR PRADESH,Sitapur,4483992,0.509308001,"Sitapur, UTTAR PRADESH","Sitapur, UP, India","27.556095123291016, 80.68494415283203",4233,1059.294118
155,UTTAR PRADESH,Hardoi,4092845,0.542801157,"Hardoi, UTTAR PRADESH","Hardoi, UP, India","27.399211883544922, 80.14521789550781",5986,683.7362178
156,UTTAR PRADESH,Unnao,3108367,0.570583847,"Unnao, UTTAR PRADESH","Unnao, UP, India","26.548484802246094, 80.48432159423828",6590,471.6793627
157,UTTAR PRADESH,Lucknow,4589838,0.681344309,"Lucknow, UTTAR PRADESH","Lucknow, UP, India","26.850000381469727, 80.94999694824219",3578,1282.794298
158,UTTAR PRADESH,Rae Bareli,3405559,0.577245322,"Rae Bareli, UTTAR PRADESH","Rae Bareli, UP, India","26.24721336364746, 81.23529052734375",4609,738.8932523
159,UTTAR PRADESH,Farrukhabad,1885204,0.579606769,"Farrukhabad, UTTAR PRADESH","Farrukhabad, UP, India","27.38372802734375, 79.57232666015625",2181,864.3759743
